No,SN Mesin,SN Kaset,Tipe Kaset,SN Kaset Cadangan,Tipe Kaset,SO-ID ,Status ,Tanggal kirim ,Tanggal perbaikan ,Hasil perbaikan ,Kategori Problem 
4884,74UEA43N03-069770,76UWRB2SB896326,RB,76UWRB2SB895037,RB,,,,,,
4885,74UEA43N03-069770,76UWRB2SB896322,RB,76UWRB2SB894975,RB,,,,,,
4886,74UEA43N03-069880,76UWAB2SW753816,AB,76UWAB2SW754127,AB,,,,,,
4887,74UEA43N03-069880,76UWRB2SB892762,RB,76UWRB2SB895042,RB,,,,,,
4888,74UEA43N03-069880,76UWRB2SB892767,RB,76UWRB2SB894948,RB,,,,,,
4889,74UEA43N03-069880,76UWRB2SB892769,RB,76UWRB2SB895035,RB,,,,,,
4890,74UEA43N03-069880,76UWRB2SB892765,RB,76UWRB2SB894978,RB,,,,,,
4891,74UEA43N03-070340,76UWAB2SW755256,AB,76UWAB2SW754181,AB,,,,,,
4892,74UEA43N03-070340,76UWRB2SB899527,RB,76UWRB2SB894972,RB,,,,,,
4893,74UEA43N03-070340,76UWRB2SB899529,RB,76UWRB2SB894976,RB,,,,,,
4894,74UEA43N03-070340,76UWRB2SB899530,RB,76UWRB2SB895061,RB,,,,,,
4895,74UEA43N03-070340,76UWRB2SB899531,RB,76UWRB2SB894981,RB,,,,,,
4896,74UEA43N03-069941,76UWAB2SW753927,AB,76UWAB2SW754151,AB,,,,,,
4897,74UEA43N03-069941,76UWRB2SB893009,RB,76UWRB2SB895068,RB,,,,,,
4898,74UEA43N03-069941,76UWRB2SB892990,RB,76UWRB2SB895066,RB,,,,,,
4899,74UEA43N03-069941,76UWRB2SB893013,RB,76UWRB2SB895017,RB,,,,,,
4900,74UEA43N03-069941,76UWRB2SB893010,RB,76UWRB2SB895669,RB,,,,,,
4901,74UEA43N03-069912,76UWAB2SW753903,AB,76UWAB2SW754183,AB,,,,,,
4902,74UEA43N03-069912,76UWRB2SB893192,RB,76UWRB2SB895678,RB,,,,,,
4903,74UEA43N03-069912,76UWRB2SB893189,RB,76UWRB2SB895617,RB,,,,,,
4904,74UEA43N03-069912,76UWRB2SB893160,RB,76UWRB2SB895078,RB,,,,,,
4905,74UEA43N03-069912,76UWRB2SB893193,RB,76UWRB2SB895675,RB,,,,,,
4906,74UEA43N03-070240,76UWAB2SW755279,AB,76UWAB2SW754162,AB,,,,,,
4907,74UEA43N03-070240,76UWRB2SB898819,RB,76UWRB2SB894283,RB,,,,,,
4908,74UEA43N03-070240,76UWRB2SB898820,RB,76UWRB2SB894288,RB,,,,,,
4909,74UEA43N03-070240,76UWRB2SB898817,RB,76UWRB2SB895676,RB,,,,,,
4910,74UEA43N03-070240,76UWRB2SB898822,RB,76UWRB2SB895672,RB,,,,,,
4911,74UEA43N03-070321,76UWAB2SW755312,AB,76UWAB2SW754178,AB,,,,,,
4912,74UEA43N03-070321,76UWRB2SB899644,RB,76UWRB2SB895673,RB,,,,,,
4913,74UEA43N03-070321,76UWRB2SB899659,RB,76UWRB2SB894960,RB,,,,,,
4914,74UEA43N03-070321,76UWRB2SB899660,RB,76UWRB2SB895075,RB,,,,,,
4915,74UEA43N03-070321,76UWRB2SB899656,RB,76UWRB2SB895072,RB,,,,,,
4916,74UEA43N03-070272,76UWAB2SW755135,AB,76UWAB2SW754177,AB,,,,,,
4917,74UEA43N03-070272,76UWRB2SB898473,RB,76UWRB2SB895658,RB,,,,,,
4918,74UEA43N03-070272,76UWRB2SB898472,RB,76UWRB2SB895011,RB,,,,,,
4919,74UEA43N03-070272,76UWRB2SB898468,RB,76UWRB2SB895638,RB,,,,,,
4920,74UEA43N03-070272,76UWRB2SB898471,RB,76UWRB2SB895668,RB,,,,,,
4921,74UEA43N03-070325,76UWAB2SW755314,AB,76UWAB2SW754148,AB,,,,,,
4922,74UEA43N03-070325,76UWRB2SB899650,RB,76UWRB2SB889836,RB,,,,,,
4923,74UEA43N03-070325,76UWRB2SB899649,RB,76UWRB2SB889828,RB,,,,,,
4924,74UEA43N03-070325,76UWRB2SB899653,RB,76UWRB2SB889835,RB,,,,,,
4925,74UEA43N03-070325,76UWRB2SB899652,RB,76UWRB2SB889837,RB,,,,,,
4926,74UEA43N03-070308,76UWAB2SW755284,AB,76UWAB2SW754161,AB,,,,,,
4927,74UEA43N03-070308,76UWRB2SB899570,RB,76UWRB2SB889826,RB,,,,,,
4928,74UEA43N03-070308,76UWRB2SB899572,RB,76UWRB2SB889827,RB,,,,,,
4929,74UEA43N03-070308,76UWRB2SB899571,RB,76UWRB2SB889816,RB,,,,,,
4930,74UEA43N03-070308,76UWRB2SB899553,RB,76UWRB2SB889829,RB,,,,,,
4931,74UEA43N03-070353,76UWAB2SW755277,AB,76UWAB2SW754175,AB,,,,,,
4932,74UEA43N03-070353,76UWRB2SB899448,RB,76UWRB2SB896872,RB,,,,,,
4933,74UEA43N03-070353,76UWRB2SB899450,RB,76UWRB2SB896998,RB,,,,,,
4934,74UEA43N03-070353,76UWRB2SB899459,RB,76UWRB2SB896999,RB,,,,,,
4935,74UEA43N03-070353,76UWRB2SB899460,RB,76UWRB2SB896816,RB,,,,,,
4936,74UEA43N03-070355,76UWAB2SW755238,AB,76UWAB2SW754167,AB,,,,,,
4937,74UEA43N03-070355,76UWRB2SB899509,RB,76UWRB2SB896738,RB,,,,,,
4938,74UEA43N03-070355,76UWRB2SB899423,RB,76UWRB2SB896719,RB,,,,,,
4939,74UEA43N03-070355,76UWRB2SB899508,RB,76UWRB2SB896953,RB,,,,,,
4940,74UEA43N03-070355,76UWRB2SB899389,RB,76UWRB2SB896732,RB,,,,,,
4941,74UEA43N03-070139,76UWAB2SW755168,AB,76UWAB2SW754184,AB,,,,,,
4942,74UEA43N03-070139,76UWRB2SB898658,RB,76UWRB2SB896995,RB,,,,,,
4943,74UEA43N03-070139,76UWRB2SB898655,RB,76UWRB2SB896672,RB,,,,,,
4944,74UEA43N03-070139,76UWRB2SB898652,RB,76UWRB2SB896997,RB,,,,,,
4945,74UEA43N03-070139,76UWRB2SB898661,RB,76UWRB2SB896678,RB,,,,,,
4946,74UEA43N03-070218,76UWAB2SW755215,AB,76UWAB2SW754182,AB,,,,,,
4947,74UEA43N03-070218,76UWRB2SB898880,RB,76UWRB2SB896989,RB,,,,,,
4948,74UEA43N03-070218,76UWRB2SB898878,RB,76UWRB2SB896992,RB,,,,,,
4949,74UEA43N03-070218,76UWRB2SB898883,RB,76UWRB2SB896742,RB,,,,,,
4950,74UEA43N03-070218,76UWRB2SB898882,RB,76UWRB2SB896918,RB,,,,,,
4951,74UEA43N03-069956,76UWAB2SW753971,AB,76UWAB2SW754180,AB,,,,,,
4952,74UEA43N03-069956,76UWRB2SB893026,RB,76UWRB2SB896696,RB,,,,,,
4953,74UEA43N03-069956,76UWRB2SB893033,RB,76UWRB2SB896733,RB,,,,,,
4954,74UEA43N03-069956,76UWRB2SB893039,RB,76UWRB2SB896717,RB,,,,,,
4955,74UEA43N03-069956,76UWRB2SB893036,RB,76UWRB2SB897019,RB,,,,,,
4956,74UEA43N03-070336,76UWAB2SW755525,AB,76UWAB2SW754166,AB,,,,,,
4957,74UEA43N03-070336,76UWRB2SB899608,RB,76UWRB2SB897017,RB,,,,,,
4958,74UEA43N03-070336,76UWRB2SB899607,RB,76UWRB2SB897018,RB,,,,,,
4959,74UEA43N03-070336,76UWRB2SB899610,RB,76UWRB2SB897015,RB,,,,,,
4960,74UEA43N03-070336,76UWRB2SB899609,RB,76UWRB2SB896815,RB,,,,,,
4961,74UEA43N03-070290,76UWAB2SW753975,AB,76UWAB2SW754157,AB,,,,,,
4962,74UEA43N03-070290,76UWRB2SB892971,RB,76UWRB2SB896656,RB,,,,,,
4963,74UEA43N03-070290,76UWRB2SB892970,RB,76UWRB2SB896721,RB,,,,,,
4964,74UEA43N03-070290,76UWRB2SB892980,RB,76UWRB2SB897021,RB,,,,,,
4965,74UEA43N03-070290,76UWRB2SB892979,RB,76UWRB2SB896985,RB,,,,,,
4966,74UEA43N03-070320,76UWAB2SW755529,AB,76UWAB2SW754179,AB,,,,,,
4967,74UEA43N03-070320,76UWRB2SB899593,RB,76UWRB2SB896811,RB,,,,,,
4968,74UEA43N03-070320,76UWRB2SB899594,RB,76UWRB2SB896649,RB,,,,,,
4969,74UEA43N03-070320,76UWRB2SB899595,RB,76UWRB2SB896718,RB,,,,,,
4970,74UEA43N03-070320,76UWRB2SB899596,RB,76UWRB2SB896808,RB,,,,,,
4971,74UEA43N03-070312,76UWAB2SW755291,AB,76UWAB2SW754095,AB,,,,,,
4972,74UEA43N03-070312,76UWRB2SB899691,RB,76UWRB2SB894991,RB,,,,,,
4973,74UEA43N03-070312,76UWRB2SB899693,RB,76UWRB2SB894986,RB,,,,,,
4974,74UEA43N03-070312,76UWRB2SB899688,RB,76UWRB2SB895046,RB,,,,,,
4975,74UEA43N03-070312,76UWRB2SB899686,RB,76UWRB2SB894961,RB,,,,,,
4976,74UEA43N03-070331,76UWAB2SW755517,AB,76UWAB2SW754136,AB,,,,,,
4977,74UEA43N03-070331,76UWRB2SB899643,RB,76UWRB2SB894992,RB,,,,,,
4978,74UEA43N03-070331,76UWRB2SB899645,RB,76UWRB2SB894995,RB,,,,,,
4979,74UEA43N03-070331,76UWRB2SB899646,RB,76UWRB2SB894306,RB,,,,,,
4980,74UEA43N03-070331,76UWRB2SB899648,RB,76UWRB2SB894999,RB,,,,,,
4981,74UEA43N03-070314,76UWAB2SW755530,AB,76UWAB2SW754125,AB,,,,,,
4982,74UEA43N03-070314,76UWRB2SB899589,RB,76UWRB2SB895039,RB,,,,,,
4983,74UEA43N03-070314,76UWRB2SB899583,RB,76UWRB2SB895041,RB,,,,,,
4984,74UEA43N03-070314,76UWRB2SB899590,RB,76UWRB2SB895006,RB,,,,,,
4985,74UEA43N03-070314,76UWRB2SB899587,RB,76UWRB2SB895048,RB,,,,,,
4986,74UEA43N03-070189,76UWAB2SW755190,AB,76UWAB2SW754129,AB,,,,,,
4987,74UEA43N03-070189,76UWRB2SB898521,RB,76UWRB2SB894996,RB,,,,,,
4988,74UEA43N03-070189,76UWRB2SB898689,RB,76UWRB2SB894988,RB,,,,,,
4989,74UEA43N03-070189,76UWRB2SB898620,RB,76UWRB2SB894890,RB,,,,,,
4990,74UEA43N03-070189,76UWRB2SB898690,RB,76UWRB2SB894969,RB,,,,,,
4991,74UEA43N03-070266,76UWAB2SW755205,AB,76UWAB2SW754128,AB,,,,,,
4992,74UEA43N03-070266,76UWRB2SB898725,RB,76UWRB2SB894959,RB,,,,,,
4993,74UEA43N03-070266,76UWRB2SB898724,RB,76UWRB2SB895054,RB,,,,,,
4994,74UEA43N03-070266,76UWRB2SB898722,RB,76UWRB2SB895045,RB,,,,,,
4995,74UEA43N03-070266,76UWRB2SB898729,RB,76UWRB2SB895058,RB,,,,,,
4996,74UEA43N03-070299,76UWAB2SW755520,AB,76UWAB2SW754130,AB,,,,,,
4997,74UEA43N03-070299,76UWRB2SB899580,RB,76UWRB2SB895057,RB,,,,,,
4998,74UEA43N03-070299,76UWRB2SB899586,RB,76UWRB2SB895049,RB,,,,,,
4999,74UEA43N03-070299,76UWRB2SB899584,RB,76UWRB2SB895051,RB,,,,,,
5000,74UEA43N03-070299,76UWRB2SB899582,RB,76UWRB2SB895059,RB,,,,,,
5001,74UEA43N03-070299,76UWAB2SW755136,AB,76UWAB2SW754119,AB,,,,,,
5002,74UEA43N03-070270,76UWRB2SB898479,RB,76UWRB2SB894980,RB,,,,,,
5003,74UEA43N03-070270,76UWRB2SB898476,RB,76UWRB2SB894968,RB,,,,,,
5004,74UEA43N03-070270,76UWRB2SB898480,RB,76UWRB2SB894965,RB,,,,,,
5005,74UEA43N03-070270,76UWRB2SB898470,RB,76UWRB2SB894966,RB,,,,,,
5006,74UEA43N03-070292,76UWAB2SW753976,AB,76UWAB2SW754769,AB,,,,,,
5007,74UEA43N03-070292,76UWRB2SB892976,RB,76UWRB2SB898890,RB,,,,,,
5008,74UEA43N03-070292,76UWRB2SB892952,RB,76UWRB2SB898895,RB,,,,,,
5009,74UEA43N03-070292,76UWRB2SB892969,RB,76UWRB2SB899014,RB,,,,,,
5010,74UEA43N03-070292,76UWRB2SB892975,RB,76UWRB2SB899007,RB,,,,,,
5011,74UEA43N03-070296,76UWAB2SW753982,AB,76UWAB2SW754986,AB,,,,,,
5012,74UEA43N03-070296,76UWRB2SB892921,RB,76UWRB2SB899023,RB,,,,,,
5013,74UEA43N03-070296,76UWRB2SB892931,RB,76UWRB2SB898953,RB,,,,,,
5014,74UEA43N03-070296,76UWRB2SB892922,RB,76UWRB2SB898908,RB,,,,,,
5015,74UEA43N03-070296,76UWRB2SB892926,RB,76UWRB2SB899019,RB,,,,,,
5016,74UEA43N03-070317,76UWAB2SW755290,AB,76UWAB2SW754957,AB,,,,,,
5017,74UEA43N03-070317,76UWRB2SB899684,RB,76UWRB2SB897580,RB,,,,,,
5018,74UEA43N03-070317,76UWRB2SB899685,RB,76UWRB2SB899022,RB,,,,,,
5019,74UEA43N03-070317,76UWRB2SB899689,RB,76UWRB2SB899031,RB,,,,,,
5020,74UEA43N03-070317,76UWRB2SB899690,RB,76UWRB2SB899024,RB,,,,,,
5021,74UEA43N03-070350,76UWAB2SW755526,AB,76UWAB2SW754999,AB,,,,,,
5022,74UEA43N03-070350,76UWRB2SB899600,RB,76UWRB2SB897540,RB,,,,,,
5023,74UEA43N03-070350,76UWRB2SB899599,RB,76UWRB2SB898296,RB,,,,,,
5024,74UEA43N03-070350,76UWRB2SB899602,RB,76UWRB2SB897549,RB,,,,,,
5025,74UEA43N03-070350,76UWRB2SB899601,RB,76UWRB2SB899002,RB,,,,,,
5026,74UEA43N03-070324,76UWAB2SW755241,AB,76UWAB2SW754756,AB,,,,,,
5027,74UEA43N03-070324,76UWRB2SB899476,RB,76UWRB2SB898995,RB,,,,,,
5028,74UEA43N03-070324,76UWRB2SB899472,RB,76UWRB2SB897902,RB,,,,,,
5029,74UEA43N03-070324,76UWRB2SB899477,RB,76UWRB2SB899001,RB,,,,,,
5030,74UEA43N03-070324,76UWRB2SB899478,RB,76UWRB2SB898999,RB,,,,,,
5031,74UEA43N03-070069,76UWAB2SW754797,AB,76UWAB2SW754757,AB,,,,,,
5032,74UEA43N03-070069,76UWRB2SB895423,RB,76UWRB2SB897917,RB,,,,,,
5033,74UEA43N03-070069,76UWRB2SB895427,RB,76UWRB2SB897558,RB,,,,,,
5034,74UEA43N03-070069,76UWRB2SB895434,RB,76UWRB2SB897554,RB,,,,,,
5035,74UEA43N03-070069,76UWRB2SB895419,RB,76UWRB2SB899011,RB,,,,,,
5036,74UEA43N03-070250,76UWAB2SW755278,AB,76UWAB2SW754776,AB,,,,,,
5037,74UEA43N03-070250,76UWRB2SB899426,RB,76UWRB2SB897555,RB,,,,,,
5038,74UEA43N03-070250,76UWRB2SB899435,RB,76UWRB2SB897900,RB,,,,,,
5039,74UEA43N03-070250,76UWRB2SB899429,RB,76UWRB2SB898905,RB,,,,,,
5040,74UEA43N03-070250,76UWRB2SB899427,RB,76UWRB2SB898885,RB,,,,,,
5041,74UEA43N03-070293,76UWAB2SW753990,AB,76UWAB2SW754931,AB,,,,,,
5042,74UEA43N03-070293,76UWRB2SB892943,RB,76UWRB2SB897928,RB,,,,,,
5043,74UEA43N03-070293,76UWRB2SB892944,RB,76UWRB2SB897566,RB,,,,,,
5044,74UEA43N03-070293,76UWRB2SB892941,RB,76UWRB2SB898893,RB,,,,,,
5045,74UEA43N03-070293,76UWRB2SB892929,RB,76UWRB2SB898897,RB,,,,,,
5046,74UEA43N03-070341,76UWAB2SW755261,AB,76UWAB2SW754998,AB,,,,,,
5047,74UEA43N03-070341,76UWRB2SB899520,RB,76UWRB2SB897581,RB,,,,,,
5048,74UEA43N03-070341,76UWRB2SB899521,RB,76UWRB2SB897892,RB,,,,,,
5049,74UEA43N03-070341,76UWRB2SB899523,RB,76UWRB2SB897943,RB,,,,,,
5050,74UEA43N03-070341,76UWRB2SB899524,RB,76UWRB2SB897460,RB,,,,,,
5051,74UEA43N03-070066,76UWAB2SW754795,AB,76UWAB2SW754923,AB,,,,,,
5052,74UEA43N03-070066,76UWRB2SB896158,RB,76UWRB2SB897887,RB,,,,,,
5053,74UEA43N03-070066,76UWRB2SB896167,RB,76UWRB2SB898997,RB,,,,,,
5054,74UEA43N03-070066,76UWRB2SB896186,RB,76UWRB2SB898282,RB,,,,,,
5055,74UEA43N03-070066,76UWRB2SB896172,RB,76UWRB2SB897539,RB,,,,,,
5056,74UEA43N03-069910,76UWAB2SW753874,AB,76UWAB2SW755012,AB,,,,,,
5057,74UEA43N03-069910,76UWRB2SB893046,RB,76UWRB2SB897927,RB,,,,,,
5058,74UEA43N03-069910,76UWRB2SB893043,RB,76UWRB2SB897884,RB,,,,,,
5059,74UEA43N03-069910,76UWRB2SB893035,RB,76UWRB2SB897574,RB,,,,,,
5060,74UEA43N03-069910,76UWRB2SB893028,RB,76UWRB2SB898281,RB,,,,,,
5061,74UEA43N03-070283,76UWAB2SW755127,AB,76UWAB2SW755003,AB,,,,,,
5062,74UEA43N03-070283,76UWRB2SB898495,RB,76UWRB2SB897929,RB,,,,,,
5063,74UEA43N03-070283,76UWRB2SB898490,RB,76UWRB2SB897926,RB,,,,,,
5064,74UEA43N03-070283,76UWRB2SB898492,RB,76UWRB2SB897556,RB,,,,,,
5065,74UEA43N03-070283,76UWRB2SB898489,RB,76UWRB2SB897565,RB,,,,,,
5066,74UEA43N03-070282,76UWAB2SW755117,AB,76UWAB2SW754773,AB,,,,,,
5067,74UEA43N03-070282,76UWRB2SB897665,RB,76UWRB2SB897924,RB,,,,,,
5068,74UEA43N03-070282,76UWRB2SB897659,RB,76UWRB2SB897897,RB,,,,,,
5069,74UEA43N03-070282,76UWRB2SB897664,RB,76UWRB2SB899000,RB,,,,,,
5070,74UEA43N03-070282,76UWRB2SB897662,RB,76UWRB2SB898189,RB,,,,,,
5071,74UEA43N03-070264,76UWAB2SW755274,AB,76UWAB2SW754925,AB,,,,,,
5072,74UEA43N03-070264,76UWRB2SB899442,RB,76UWRB2SB897567,RB,,,,,,
5073,74UEA43N03-070264,76UWRB2SB899438,RB,76UWRB2SB898903,RB,,,,,,
5074,74UEA43N03-070264,76UWRB2SB899430,RB,76UWRB2SB897569,RB,,,,,,
5075,74UEA43N03-070264,76UWRB2SB899444,RB,76UWRB2SB898901,RB,,,,,,
5076,74UEA43N03-069937,76UWAB2SW753841,AB,76UWAB2SW754770,AB,,,,,,
5077,74UEA43N03-069937,76UWRB2SB892911,RB,76UWRB2SB897899,RB,,,,,,
5078,74UEA43N03-069937,76UWRB2SB892910,RB,76UWRB2SB897559,RB,,,,,,
5079,74UEA43N03-069937,76UWRB2SB892906,RB,76UWRB2SB897923,RB,,,,,,
5080,74UEA43N03-069937,76UWRB2SB892730,RB,76UWRB2SB897573,RB,,,,,,
5081,74UEA43N03-070255,76UWAB2SW755266,AB,76UWAB2SW754767,AB,,,,,,
5082,74UEA43N03-070255,76UWRB2SB898812,RB,76UWRB2SB897380,RB,,,,,,
5083,74UEA43N03-070255,76UWRB2SB898815,RB,76UWRB2SB898902,RB,,,,,,
5084,74UEA43N03-070255,76UWRB2SB898802,RB,76UWRB2SB897890,RB,,,,,,
5085,74UEA43N03-070255,76UWRB2SB898813,RB,76UWRB2SB898286,RB,,,,,,
5086,74UEA43N03-070246,76UWAB2SW755250,AB,76UWAB2SW755000,AB,,,,,,
5087,74UEA43N03-070246,76UWRB2SB898810,RB,76UWRB2SB899274,RB,,,,,,
5088,74UEA43N03-070246,76UWRB2SB898811,RB,76UWRB2SB899199,RB,,,,,,
5089,74UEA43N03-070246,76UWRB2SB898809,RB,76UWRB2SB899198,RB,,,,,,
5090,74UEA43N03-070246,76UWRB2SB898808,RB,76UWRB2SB899197,RB,,,,,,
5091,74UEA43N03-070271,76UWAB2SW755146,AB,76UWAB2SW755001,AB,,,,,,
5092,74UEA43N03-070271,76UWRB2SB898557,RB,76UWRB2SB898942,RB,,,,,,
5093,74UEA43N03-070271,76UWRB2SB898561,RB,76UWRB2SB899114,RB,,,,,,
5094,74UEA43N03-070271,76UWRB2SB898562,RB,76UWRB2SB899147,RB,,,,,,
5095,74UEA43N03-070271,76UWRB2SB898563,RB,76UWRB2SB898944,RB,,,,,,
5096,74UEA43N03-070267,76UWAB2SW755208,AB,76UWAB2SW755013,AB,,,,,,
5097,74UEA43N03-070267,76UWRB2SB898738,RB,76UWRB2SB898936,RB,,,,,,
5098,74UEA43N03-070267,76UWRB2SB898736,RB,76UWRB2SB899060,RB,,,,,,
5099,74UEA43N03-070267,76UWRB2SB898741,RB,76UWRB2SB899158,RB,,,,,,
5100,74UEA43N03-070267,76UWRB2SB898743,RB,76UWRB2SB899063,RB,,,,,,
5101,74UEA43N03-070249,76UWAB2SW754913,AB,76UWAB2SW755009,AB,,,,,,
5102,74UEA43N03-070249,76UWRB2SB896577,RB,76UWRB2SB899061,RB,,,,,,
5103,74UEA43N03-070249,76UWRB2SB897629,RB,76UWRB2SB899157,RB,,,,,,
5104,74UEA43N03-070249,76UWRB2SB897658,RB,76UWRB2SB899156,RB,,,,,,
5105,74UEA43N03-070249,76UWRB2SB897661,RB,76UWRB2SB899140,RB,,,,,,
5106,74UEA43N03-070227,76UWAB2SW755219,AB,76UWAB2SW755007,AB,,,,,,
5107,74UEA43N03-070227,76UWRB2SB899403,RB,76UWRB2SB899155,RB,,,,,,
5108,74UEA43N03-070227,76UWRB2SB899405,RB,76UWRB2SB899161,RB,,,,,,
5109,74UEA43N03-070227,76UWRB2SB899407,RB,76UWRB2SB899159,RB,,,,,,
5110,74UEA43N03-070227,76UWRB2SB899406,RB,76UWRB2SB899153,RB,,,,,,
5111,74UEA43N03-070248,76UWAB2SW755237,AB,76UWAB2SW754719,AB,,,,,,
5112,74UEA43N03-070248,76UWRB2SB899418,RB,76UWRB2SB899200,RB,,,,,,
5113,74UEA43N03-070248,76UWRB2SB899420,RB,76UWRB2SB899201,RB,,,,,,
5114,74UEA43N03-070248,76UWRB2SB899416,RB,76UWRB2SB899256,RB,,,,,,
5115,74UEA43N03-070248,76UWRB2SB899419,RB,76UWRB2SB899258,RB,,,,,,
5116,74UEA43N03-070318,76UWAB2SW755518,AB,76UWAB2SW754960,AB,,,,,,
5117,74UEA43N03-070318,76UWRB2SB899636,RB,76UWRB2SB899255,RB,,,,,,
5118,74UEA43N03-070318,76UWRB2SB899633,RB,76UWRB2SB899248,RB,,,,,,
5119,74UEA43N03-070318,76UWRB2SB899641,RB,76UWRB2SB899204,RB,,,,,,
5120,74UEA43N03-070318,76UWRB2SB899640,RB,76UWRB2SB899206,RB,,,,,,
5121,74UEA43N03-070356,76UWAB2SW755298,AB,76UWAB2SW754930,AB,,,,,,
5122,74UEA43N03-070356,76UWRB2SB899742,RB,76UWRB2SB897551,RB,,,,,,
5123,74UEA43N03-070356,76UWRB2SB899743,RB,76UWRB2SB899263,RB,,,,,,
5124,74UEA43N03-070356,76UWRB2SB899745,RB,76UWRB2SB899182,RB,,,,,,
5125,74UEA43N03-070356,76UWRB2SB899748,RB,76UWRB2SB899207,RB,,,,,,
5126,74UEA43N03-070332,76UWAB2SW755315,AB,76UWAB2SW754951,AB,,,,,,
5127,74UEA43N03-070332,76UWRB2SB899630,RB,76UWRB2SB897545,RB,,,,,,
5128,74UEA43N03-070332,76UWRB2SB899632,RB,76UWRB2SB899257,RB,,,,,,
5129,74UEA43N03-070332,76UWRB2SB899631,RB,76UWRB2SB899231,RB,,,,,,
5130,74UEA43N03-070332,76UWRB2SB899637,RB,76UWRB2SB899262,RB,,,,,,
5131,74UEA43N03-070287,76UWAB2SW754019,AB,76UWAB2SW754971,AB,,,,,,
5132,74UEA43N03-070287,76UWRB2SB893844,RB,76UWRB2SB897552,RB,,,,,,
5133,74UEA43N03-070287,76UWRB2SB893890,RB,76UWRB2SB897550,RB,,,,,,
5134,74UEA43N03-070287,76UWRB2SB893889,RB,76UWRB2SB899250,RB,,,,,,
5135,74UEA43N03-070287,76UWRB2SB893821,RB,76UWRB2SB899269,RB,,,,,,
5136,74UEA43N03-070326,76UWAB2SW755313,AB,76UWAB2SW754932,AB,,,,,,
5137,74UEA43N03-070326,76UWRB2SB899658,RB,76UWRB2SB899265,RB,,,,,,
5138,74UEA43N03-070326,76UWRB2SB899585,RB,76UWRB2SB899270,RB,,,,,,
5139,74UEA43N03-070326,76UWRB2SB899655,RB,76UWRB2SB899259,RB,,,,,,
5140,74UEA43N03-070326,76UWRB2SB899657,RB,76UWRB2SB899247,RB,,,,,,
5141,74UEA43N03-069940,76UWAB2SW753919,AB,76UWAB2SW754758,AB,,,,,,
5142,74UEA43N03-069940,76UWRB2SB893091,RB,76UWRB2SB899261,RB,,,,,,
5143,74UEA43N03-069940,76UWRB2SB893095,RB,76UWRB2SB899254,RB,,,,,,
5144,74UEA43N03-069940,76UWRB2SB893089,RB,76UWRB2SB899249,RB,,,,,,
5145,74UEA43N03-069940,76UWRB2SB893090,RB,76UWRB2SB899253,RB,,,,,,
5146,74UEA43N03-070262,76UWAB2SW755121,AB,76UWAB2SW754697,AB,,,,,,
5147,74UEA43N03-070262,76UWRB2SB898400,RB,76UWRB2SB899034,RB,,,,,,
5148,74UEA43N03-070262,76UWRB2SB898398,RB,76UWRB2SB899009,RB,,,,,,
5149,74UEA43N03-070262,76UWRB2SB898397,RB,76UWRB2SB899122,RB,,,,,,
5150,74UEA43N03-070262,76UWRB2SB898399,RB,76UWRB2SB899176,RB,,,,,,
5151,74UEA43N03-070239,76UWAB2SW755533,AB,76UWAB2SW754690,AB,,,,,,
5152,74UEA43N03-070239,76UWRB2SB899432,RB,76UWRB2SB898894,RB,,,,,,
5153,74UEA43N03-070239,76UWRB2SB899431,RB,76UWRB2SB898900,RB,,,,,,
5154,74UEA43N03-070239,76UWRB2SB899437,RB,76UWRB2SB898955,RB,,,,,,
5155,74UEA43N03-070239,76UWRB2SB899439,RB,76UWRB2SB899178,RB,,,,,,
5156,74UEA43N03-070303,76UWAB2SW755118,AB,76UWAB2SW754696,AB,,,,,,
5157,74UEA43N03-070303,76UWRB2SB898385,RB,76UWRB2SB899171,RB,,,,,,
5158,74UEA43N03-070303,76UWRB2SB898405,RB,76UWRB2SB899166,RB,,,,,,
5159,74UEA43N03-070303,76UWRB2SB898416,RB,76UWRB2SB899170,RB,,,,,,
5160,74UEA43N03-070303,76UWRB2SB898414,RB,76UWRB2SB899169,RB,,,,,,
5161,74UEA43N03-070316,76UWAB2SW755531,AB,76UWAB2SW754656,AB,,,,,,
5162,74UEA43N03-070316,76UWRB2SB899575,RB,76UWRB2SB899175,RB,,,,,,
5163,74UEA43N03-070316,76UWRB2SB899573,RB,76UWRB2SB899185,RB,,,,,,
5164,74UEA43N03-070316,76UWRB2SB899566,RB,76UWRB2SB899168,RB,,,,,,
5165,74UEA43N03-070316,76UWRB2SB899578,RB,76UWRB2SB899179,RB,,,,,,
5166,74UEA43N03-070279,76UWAB2SW753805,AB,76UWAB2SW754593,AB,,,,,,
5167,74UEA43N03-070279,76UWRB2SB898548,RB,76UWRB2SB898896,RB,,,,,,
5168,74UEA43N03-070279,76UWRB2SB892739,RB,76UWRB2SB899035,RB,,,,,,
5169,74UEA43N03-070279,76UWRB2SB892758,RB,76UWRB2SB899026,RB,,,,,,
5170,74UEA43N03-070279,76UWRB2SB892756,RB,76UWRB2SB899040,RB,,,,,,
5171,74UEA43N03-070281,76UWAB2SW755139,AB,76UWAB2SW754591,AB,,,,,,
5172,74UEA43N03-070281,76UWRB2SB898588,RB,76UWRB2SB898898,RB,,,,,,
